label,hotel,source,text
OR,Clothing_Shoes_and_Jewelry_5,amazon,"We are heading to Maui and are planning a snorkel trip to the Molokini crater, but have gotten the worst sunburns from snorkeling in the past, because the sunscreen washes off so quickly in the salt water.

Pros
- My son really liked this rash guard/sunscreen top.
- The unique white stitching gives it some style (over just plain black).
- We ordered one size up from his normal size, and it fits quite snugly, so the sizing is about
  two sizes smaller than his typical American size shirt.
- It is well sewn and dries quickly.

Cons
- If ordering again, he would probably order two sizes up from his normal size.

I would purchase this product again.

I often depend on others leaving honest reviews when I need to order a new item.  I find that one of the most difficult things about ordering online is that I cant hold or touch the products before buying them.  So, I love reviews from others who have touched, inspected, and used the item Im thinking about purchasing.  I strive for the same in leaving reviews for others  to leave a review that will help others make an informed decision (never to inflate the product's quality). I received this item at a discount or gratis from the manufacturer or a seller to objectively test and review it, but received no payment and have no obligation to offer anything other than my real opinion based on my experience.  Amazon's ""Verified Purchase"" indicator shows that this review matches an actual product ordered and delivered from Amazon. If you have found this review helpful, Id love if youd indicate that below.  Also, feel free to ask any other questions about the product that I haven't answered."
OR,Pet_Supplies_5,amazon,"I don't yet know the long-term help for my oldest dog's teeth and plaque build up or preventing plaque on my younger dog, but it seems to have helped the older guy's haggard breath in just a few days. I give a 15lb Terrier a half of one and a 70+lb Boxer a full stick, almost every day. They both LOVE THEM."
OR,Clothing_Shoes_and_Jewelry_5,amazon,"The sash arrives very wrinkled. I ordered sea blue but it was definitely green. Is it pretty, yes. Is it worth the price....no, not much better than a roll of ribbon from your local craft store. Sure, the ends of the sash are finished, but if you are making a belt, just loop the back of the ribbon with some velcro, all in all that runs less than $5. DIY this."
OR,Sports_and_Outdoors_5,amazon,"I received these in and decided to go ahead and test these for strength and if it will be a good workout.  I love the medium to the very strongest.  The lighter exercise band when stretched rolled up a few times on me and I would have to unroll and start again.  I guess because I was pulling it out so hard.  The others did fine.  I could feel the tightness with those as I stretched it out.  I may lay flat and try it on my ankles and legs next.  I left out of town so I have not been able to test it that way.  But I assure you, you will feel it in your arms.  I would consider buying these for my neighbor who also wants to work her arm muscles, because I do not want to loan mine out, as I will continue to use the tighter bands."
OR,Home_and_Kitchen_5,amazon,"It holds a lot of water, it's clean and utilitarian and best of all, it doesn't take up too much room in the fridge!"
OR,Clothing_Shoes_and_Jewelry_5,amazon,I get a lot of compliments on this dress. The fabric is hefty and good quality so I am able to wash on my own and put in dryer and it has held up to the wear and wash. That's a plus for me as I don't get to the dry cleaners that often.
OR,Kindle_Store_5,amazon,"I obviously should have read the blurb better... I really enjoyed reckless for cowboy in this series and was quite surprised to find this book had more than a smattering of bondage and even a visit to a bdsm club, very graphic content and not what I was expecting. Having said that if this is your cup of tea then you may enjoy this book. Very thin on plot and the characters are lacking in depth."
OR,Home_and_Kitchen_5,amazon,It is often hard to find over sized beach towels. As soon as I came across this one I knew I had to have it. I love the flower design and it has the most vibrant colors. I would definitely recommend this towel to anyone that is a serious beach/pool person. You won't be disappointed.
OR,Clothing_Shoes_and_Jewelry_5,amazon,"in the description of the product it makes reference to these are rock and roll style boots. these boots are not limited to that. i wear gothic industrial clothing and these boots fit extremely well with buckle/bondage looks.

The quality is very good. i have read many reviews here that complain about the zipper being cheap and it breaks. i believe its the operator not the zipper that breaks them.  you loosen up the laces a bit before you unzip them so you don't over work the zipper. And the same when putting them on. if you have them laced tight and then think you going to jerk the zipper up the next time you are putting them on you are a idiot. the zipper is to make them easier to get on and off. not to do all the work because you are to lazy to loosen the laces first.

they arrived in excellent condition. even the factory box was flawless. they are a bit taller than the description reads. in my point of view. Im 6ft 3 and these boots come up to just below my knee. i have long legs. for a guy that is shorter id recommend the 3 buckle version just so they don't ride up on top of the knee. for woman if you have long legs these are perfect. although for some woman they might be a bit big (soul) to walk in. the soul is wide on the whole boot. i drive a manual transmission car. i can already see im not going to attempt to drive with them on. # pedals is not enough room. i will scuff them up when they rub each other when the clutch and brake are both being used together. driving a automatic transmission car there would be plenty of room. ill just put them on when i reach my destination.

Overall i am very happy with this purchase. met all expectations."
OR,Electronics_5,amazon,"This GPS served me fairly well (although my first update seemed to mess up its routing) for three years.  It routed in basic fashion, and did not surprise me too much.  The selection to favor back roads was especially good, and the POIs were quite extensive. Then I was recently ready to go on a long trip through the southern US and up the east coast. I was packed, turned it on and then NOTHING but the Magellan intro screen hanging there. System reset did not fix anything, and then it turned itself off.  In short, this a defective unit after three years of only occasional use. I stopped at a Walmart on the way of my trip and chose a TomTom Start 40M, which is a very nice unit that was up and running in 5 minutes. A bit quirkier than the Magellan, POIs are not as good, but it is quite smart in its routing. I expect electronics to last a lot more than three years. No wonder there are so many refurbished 1412s out there! One star ONLY for lack of durability, but that is BIG."
OR,Pet_Supplies_5,amazon,Works. My dog is confused trying to find where she peed before so I would say this works.
OR,Kindle_Store_5,amazon,"Dr. Sasha saved Coopers career and he has feelings for her but the last time he saw her she was happily married. Now it's Coopers turn to save Sasha. While saving her and two of her co workers Cooper finds out she is divorced. Noe is his change to join some of his seal buddies in a new group aptly named the keepers.
Thank you Dale Mayer for the copy to read."
OR,Electronics_5,amazon,"Great performance , but rear speakers are a little light in sound. Otherwise, a very good buy! Nice, full sound."
OR,Clothing_Shoes_and_Jewelry_5,amazon,"UPDATE- the O in North Face is blacked out with a sharpie voiding any warranty from the North Face store. They do this to items purchased from a Factory Outlet. Just FYI, in case you are looking for a jacket with a warranty, this probably isn't what you want.
Very warm when I tried it on. Fits well enough to have a sweater underneath, but I probably won't need it. Great jacket, very pleased!"
OR,Tools_and_Home_Improvement_5,amazon,"Flawless install and set up with my new SmartThings hub. Fast shipping, quality packaging and great price"
OR,Kindle_Store_5,amazon,"Okay.  I am looking to escape present reality when I read a romance novel so I appreciate this author's candid forward note.  He writes well.  Not my cup of tea at the moment, but I will buy this author's works again. I will be sure to heed his advisories from now on though to make sure my mood is right for the genre."
OR,Sports_and_Outdoors_5,amazon,"Nice flip up BUIS - push the button and the POP right up - kinda cool.  They sit nice and snug on picatinny rail but a little wide bodied on the base.  The rear sight has notched center line that matches up with eye hole - so that was good for centering the sight sight and I was able to adjust sight in quickly.  You might want to snug down the screws with some lock tight as that the rear sight came loose after several rounds and these screws require a allen wrench, so bring one along just in case.

My main sight is a fiber optics and these are just backups and I am pleased with them for the money - not a bad deal."
OR,Pet_Supplies_5,amazon,"I have a 6lb Yorkie and the harness collars I have been using were such an unhappy experience for the dog and me, even the adjustable ones.  This is a wonderful collar for me and the dog.  I walk my dog twice a day on the capitol grounds, she pulls, runs, jumps and has a great time now...so do I.  No choking.  Love it.  I am buying another one.  I read the instructions from a review to measure right behind the front back legs up around chest with 2 fingers being comfortable able to go under the measuring tape.
I am measuring one inch smaller this time.  The one I received works fine.  But just one inch smaller will be perfect."
OR,Electronics_5,amazon,I drove 100 miles an hour  And it stayed on
OR,Electronics_5,amazon,"Junk... I purchased several of them and the screw on the top is a joke. I want my money back.
The number of stars says it all..."
OR,Toys_and_Games_5,amazon,Adorable costume for my little buccaneer. She loved it for Halloween and looked super cute. Great price too.
OR,Movies_and_TV_5,amazon,"Well Done, Good Acting, Mindless Fun Adventure Movie
That pretty much says it all. Someone said it is an homage to Steven Speilberg and I will agree with that. I was very impressed with Elle Fanning and the rest of the kids were good and fun to watch. I imagine this would be especially popular with the 8 through 15 year olds. As an adult, I liked it. Solid 4 stars."
OR,Movies_and_TV_5,amazon,"WEAK ON CURRENT SCIENCE.
After seeing it twice, I agree with much (but not all) of the positive five star reviews. Out of respect for those who READ reviews, I'll not repeat everything that I like about the presentation. I found the goofy oversize earrings, hairdo, and facial hair arrangement of Daniel Vitalis, (described as a ""Wild Food Expert"") distracting. UGH. Ditto for David Wolfe, who had an extremely goofy wild hairdo. On the other hand, Jon Gabriel, described as an ""author and weight loss expert"" was nicely groomed and a good presenter. His story of personal transformation of a fellow of over 400 pounds (whew) to becoming a jock of normal weight was inspiring. Christiane Northrup preserves her rank as one of America's cutest doctors. A really nice looking woman! Presentations by Dr. Mercola, Jason Vale, Kris Carr, Alejandro Junger were fine. It was disappointing to have Jamie Oliver (so popular in the UK) give Baby Cow Growth Fluid a pass with unscientific but popular ideas on milk. None of the presenters had anything (ZILCH) to say about the work of Doctor T. Colin Campbell. Milk does a body bad. It was good to see all presenters take a stand against sugar. They all agreed on the evils of sugar and refined carbohydrates. With all respect to Dr. Northrup, her ""It's not fat that makes you fat - it's sugar"" statement will not pass muster in the community of experts. Recognizing the evils of sugar should NOT be mutually exclusive to recognizing the proven dangers of fat - particularly fat from dead animals - and EXTRACTED fat of ALL kinds. Olive Oil is NOT a health food.

<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-China-Study-The-Most-Comprehensive-Study-of-Nutrition-Ever-Conducted-And-the-Startling-Implications-for-Diet-Weight-Loss-And-Long-term-Health/dp/1932100660/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health</a>

<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Forks-Over-Knives/dp/B0053ZHZI2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Forks Over Knives</a>

<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Prevent-and-Reverse-Heart-Disease-The-Revolutionary-Scientifically-Proven-Nutrition-Based-Cure/dp/1583333002/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Prevent and Reverse Heart Disease: The Revolutionary, Scientifically Proven, Nutrition-Based Cure</a>

<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Plant-Based-Journey-A-Step-by-Step-Guide-for-Transitioning-to-a-Healthy-Lifestyle-and-Achieving-Your-Ideal-Weight/dp/1941631363/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Plant-Based Journey: A Step-by-Step Guide for Transitioning to a Healthy Lifestyle and Achieving Your Ideal Weight</a>"
OR,Clothing_Shoes_and_Jewelry_5,amazon,These are perfect for my 2month old. Still a little big but room for him to grow. (6month ones). They don't ever fall off like socks. I'd ordered some for my SIL as a baby shower gift!
OR,Sports_and_Outdoors_5,amazon,"Took it shooting yesterday. Only took 6 rds to get it dialed in at 50 yards right out of the box!! The clarity outside in actual use was far better than what I thought while looking through it inside my house at night, from 3x all through 12x. The side parallax adjustment is great as well. I was able to ring steel at 200 with boring regularity, and it didn't seem to lose zero after 100 rounds of .308. Only complaint is that there is a little bit of distortion and the edges of the filed of view, but it's only noticeable if you intentionally look at the edges.

The illuminated reticle uses a light that washes all over the inside of the scope, not just on the crosshairs, so that is a bit of an annoyance, but I don't forsee myself using the illuminated reticle. Just putting that out for those that will.

The rings that come with the scope appear to be of phenomenal quality, every bit as good as the Warne rings I purchased for another rifle. There are 4 screws per ring that tighten around the tube, which I feel provides a far more secure mount.

I wish the rings positioned it a hair higher, but overall I am extremely pleased with the performance of the scope. Even more so considering for my $113 delivered to my door, I got a set of rings that seem every bit as good as the last 30mm rings I got from Warne for another AR.

I would say this would make a great scope for someone looking for a decent scope on a budget, especially considering it's a 30mm tube!!"
OR,Sports_and_Outdoors_5,amazon,This is how all folding chairs should be made. You get four commercial grade heavy-duty chairs that look like they will last a lifetime. They are constructed from high-density polyethylene and have a powder coated steel frame. This allows the chairs to handle a sitting 400 pound person or a 300 pound person that is standing on it. I can tell right after unpacking them that they will be able to take a beating from heavy usage. They have contoured seats and backs. I noticed that they are so much more comfortable then the common all-metal folding chairs. I have sat in the Cosco chairs for over an hour with zero issues and I could have sat longer if I needed to.
OR,Home_and_Kitchen_5,amazon,"nice looking, but it doesnt look like stainless.  It works great tho, quiet and efficient."
OR,Electronics_5,amazon,Great product and works as it should. Haven't had any problems. I have several of these for storing music and pictures on.
OR,Clothing_Shoes_and_Jewelry_5,amazon,"So glad I read prior reviews on this sandal for the sizing. I ordered an 11 Wide sandal in the Pewter color and they fit me like a glove. The sole is so comfortable--on my first day of wearing them, I had them on ALL DAY!!! Now I want them in other colors."
OR,Movies_and_TV_5,amazon,"THis was my FAVORITE show as a kid so I was thrilled when they released the first season on dvd. I never get tired of watching this show, I loved the extras with commentary and the special or whatever you call it on the one disc, I was a little disappointed that there were not more extras cause I like the extras on the dvds. Seeing what Lynda Carter looks like today was really neat and to hear her talk about her experience on Wonder Woman was a treat. Get this dvd if your a fan of this show-you'll be glad you did!"
OR,Tools_and_Home_Improvement_5,amazon,"I have been using this product for more than two weeks now. In that time, I've had an opportunity to evaluate both the quality of the product and the overall usability. In creating this review I've considered both the type of material used in making the product as well as the overall fit and finish. I've also considered how well the product meets my needs and whether there are any shortcomings or particular advantages in using this product.

For this particular product, the type of material used in the manufacture and creation of the product seems to be of very good quality. One must consider that for any product of this type there is a balance between the type of material used and the cost that is to be passed on to the consumer. I think for this product that balance has been met fairly well and I believe that the product will meet the expectations of most buyers.

With regard to the fit and finish of this particular product, I believe it to be about average for the products of similar make or style. That is to say that it is not of poor or moderate craftsmanship/finish nor is it something that I would rate as outstanding. The quality of the piece is such that I feel it is a good value for the money.

Finally, as with many products of this type, the value that a consumer sees is dependent on the expectation. When I ordered this product my expectations were moderate, especially because of the price. In an age where we demand low price but often want high quality, it is often best if we expect moderate to good quality instead. I did that with this product as was pleasantly surprised to find that the quality was at least good, if not just a tad bit better than good. For that reason, and those set out above, I'd make a recommendation to buy this product."
OR,Home_and_Kitchen_5,amazon,Good for the price but doesn't soften up much after washing
OR,Tools_and_Home_Improvement_5,amazon,"Part (F) causes the regulator to be unregulated. Swopped out the new seal to the old (F), then it worked."
OR,Sports_and_Outdoors_5,amazon,I have a big light and it works well with that
OR,Toys_and_Games_5,amazon,"Bought this as a Christmas gift for my very intelligent 1 and 3/4 age niece, and she was convinced she had an awesome cell phone she could use."
OR,Toys_and_Games_5,amazon,"I received it on time, and was exactly what I expected."
OR,Sports_and_Outdoors_5,amazon,"The compression shorts are of excellent quality.  After several uses, the durability and quality is not a question.  The protection is however.  The cup insert allows for movement of the protection, but well beyond what you'd need for competitive sports or MMA.  I have finished hockey games with this cup almost turned sideways because of the amount of movement.  I decided to buy the ShockDoctor Garter/Supporter to compare.  Garter/Supporter blows this out of the water in protection (and it also holds your socks!).  I now use the cup from this purchase with the Garter/Supporter and rotate the compression shorts into my workouts."
OR,Clothing_Shoes_and_Jewelry_5,amazon,I had a 3 piece blue set of this luggage and on a trip recent trip the largest piece was damaged. When the airline replaced my bag they sent black. I ordered a carry on size and gave my husband the black set and replaced my large blue piece. If my hardside luggage is damaged again I won't be replacing it with the same brand.
OR,Home_and_Kitchen_5,amazon,The roses are beautiful. I am using them as flower pot pens in a black vase.
OR,Pet_Supplies_5,amazon,"My cats -- a kitten and an adult cat -- both enjoy this. I intended it for the adult, but the kitten digs into it, too. I bought Kitten formula and they both like that as well. My cats are growing and thriving and happy. I couldn't ask for anything more."
OR,Tools_and_Home_Improvement_5,amazon,I try to keep a few pairs with me at work and in my own vehicle. They are very durable compared to standard latex or exam gloves.
OR,Home_and_Kitchen_5,amazon,"I am loving this!!  It's the perfect size... big enough for any dish!  Nothing sticks, it heats quickly, and the two handles are great!!"
OR,Movies_and_TV_5,amazon,They have a lot to recover from with all the deaths of young people in previous seasons especially Matthew. The next couple who gets pregnant on that show should get very nervous given the odds of survival for one of them based on past story lines!! Need some lasting good news for a couple.
